,CAS,logBCF,Dataset,SMILES
578,60207-90-1,2.06,uci,n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl
579,60168-88-9,2.05,uci,OC(c1cncnc1)(c2ccc(cc2)Cl)c3ccccc3Cl
580,60145-21-3,4.58,uci,Clc1cc(c(cc1)Cl)c1c(cc(cc1Cl)Cl)Cl
581,611-21-2,0.9,uci,Cc1ccccc1NC
582,61213-25-0,2.46,uci,O=C2N(c1cccc(c1)C(F)(F)F)CC(CCl)C2Cl
583,612-22-6,1.14,uci,CCc1c(cccc1)[N+](=O)[O-]
584,6130-75-2,2.8,uci,O(c1cc(c(cc1Cl)Cl)Cl)C
585,62-53-3,0.26,uci,Nc1ccccc1
586,62-44-2,1.23,uci,CC(=O)Nc1ccc(cc1)OCC
587,62338-09-4,3.34,uci,CCCCCCCC(C(C)(C)C)C
588,623-26-7,0.23,uci,N#Cc1ccc(cc1)C#N
589,622-97-9,1.5,uci,C=Cc1ccc(cc1)C
590,622-57-1,0.52,uci,CCNc1ccc(cc1)C
591,61968-52-3,0.73,uci,O=C(OCCN(c1cc(c(cc1)N=Nc1ccc(cc1Cl)[N+](=O)[O-])NC(=O)CC)CCOC(=O)C)C
592,61949-76-6,2.65,uci,O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)
593,618-62-2,2.23,uci,O=[N+]([O-])c1cc(cc(c1)Cl)Cl
594,61-82-5,0.24,uci,C1=NN=C(N1)N
595,6165-51-1,2.86,uci,c1ccc(cc1)C(c2cc(ccc2C)C)C
596,616-44-4,0.72,uci,Cc1cscc1
597,615-74-7,0.62,uci,Oc1cc(ccc1Cl)C
598,615-54-3,3.52,uci,Brc1cc(ccc1Br)Br
599,61328-46-9,4.24,uci,Clc1cc(ccc1Cl)Oc1c(cc(cc1)Cl)Cl
600,61328-45-8,4.11,uci,Clc1c(cc(c(c1)Cl)Cl)Oc1ccc(cc1)Cl
601,613-12-7,2.41,uci,Cc1cc2c(cc3c(c2)cccc3)cc1
602,68085-85-8,3.29,uci,N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3
603,68359-37-5,2.7,uci,N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3
604,81-14-1,3.09,uci,[O-][N+](=O)c1c(C)c(C(=O)C)c(c(c1C(C)(C)C)[N+](=O)[O-])C
605,77-73-6,2.38,uci,C1C2C(C3CC2C=C3)C=C1
606,78587-05-0,3.04,uci,O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C
607,78-51-3,0.67,uci,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC
608,78-48-8,3.48,uci,O=P(SCCCC)(SCCCC)SCCCC
609,78-42-2,1.36,uci,O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC
610,78-40-0,0.01,uci,O=P(OCC)(OCC)OCC
611,78-30-8,2.9,uci,O=P(Oc1ccccc1C)(Oc2ccccc2C)Oc3ccccc3C
612,782-74-1,3.68,uci,Clc1c(cccc1)NNc1c(cccc1)Cl
613,779-02-2,2.72,uci,Cc1c2c(cc3c1cccc3)cccc2
614,7756-94-7,3.42,uci,C=C(C)CCC(C)CCC(C)C
615,76-12-0,1.84,uci,FC(C(F)(Cl)Cl)(Cl)Cl
616,77-47-4,1.18,uci,C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl
617,76-93-7,0.02,uci,OC(c1ccccc1)(c1ccccc1)C(=O)O
618,76-87-9,3.49,uci,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
619,76-83-5,2.63,uci,ClC(c1ccccc1)(c1ccccc1)c1ccccc1
620,76738-62-0,1.64,uci,OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C
621,767-00-0,0.91,uci,N#Cc1ccc(O)cc1
622,76-44-8,3.95,uci,ClC12C3C(C(C1(Cl)Cl)(C(=C2Cl)Cl)Cl)C=CC3Cl
623,764-13-6,2.41,uci,CC(=CC=C(C)C)C
624,78-59-1,0.35,uci,CC1(C)CC(=CC(=O)C1)C
625,78-63-7,3.48,uci,O(OC(C)(C)CCC(OOC(C)(C)C)(C)C)C(C)(C)C
626,78-79-5,1.22,uci,CC(=C)C=C
627,78-87-5,0.71,uci,CC(CCl)Cl
628,81-11-8,0.28,uci,OS(=O)(=O)c1c(ccc(c1)N)C=Cc1c(cc(cc1)N)S(=O)(=O)O
629,80844-07-1,3.6,uci,CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C
630,80-43-3,2.75,uci,CC(c1ccccc1)(OOC(c1ccccc1)(C)C)C
631,80-05-7,1.52,uci,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C
632,79-94-7,2.46,uci,CC(c1cc(c(c(c1)Br)O)Br)(c1cc(c(c(c1)Br)O)Br)C
633,79-92-5,2.98,uci,CC1(C2CC(C1=C)CC2)C
634,79622-59-6,3.01,uci,O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F
635,79538-32-2,3.48,uci,O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)
636,79-46-9,0.62,uci,CC([N+](=O)[O-])C
637,79-34-5,1.07,uci,ClC(C(Cl)Cl)Cl
638,79277-27-3,-0.1,uci,O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC
639,79-27-6,0.76,uci,BrC(C(Br)Br)Br
640,791-31-1,2.85,uci,O[Si](c1ccccc1)(c2ccccc2)c3ccccc3
641,79127-80-3,2.33,uci,O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2
642,79060-60-9,2.78,uci,o2c1c(ccc(c1Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl
643,79-01-6,1.16,uci,ClC(=CCl)Cl
644,79-00-5,0.62,uci,ClC(CCl)Cl
645,76-13-1,1.66,uci,FC(C(F)(Cl)Cl)(F)Cl
646,76-03-9,0.13,uci,ClC(C(=O)O)(Cl)Cl
647,6842-15-5,3.25,uci,C(=CC(C)CC(C)CC(C)C)C
648,7085-19-0,0.48,uci,O=C(O)C(Oc1ccc(cc1C)Cl)C
649,72-43-5,2.5,uci,O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C
650,72178-02-0,0.78,uci,O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]
651,71767-67-4,1.58,uci,[O-][N+](=O)c1cc(c(c(c1)Cl)N=Nc1ccc(cc1)N(CCC#N)CCC#N)Cl
652,"71751-41-2 (65195-55-3 B1a, 65195-56-4 B1b)",1.84,uci,O=C5OC2CC(OC1(OCC(C)CC1)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C
653,71626-11-4,1.76,uci,O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C
654,71-55-6,0.59,uci,CC(Cl)(Cl)Cl
655,71-43-2,0.63,uci,c1ccccc1
656,709-98-8,1.94,uci,O=C(Nc1ccc(c(c1)Cl)Cl)CC
657,70648-26-9,3.9,uci,o2c1cc(c(cc1c3c2c(c(c(c3Cl)Cl)Cl)Cl)Cl)Cl
658,760-23-6,0.86,uci,C=CC(CCl)Cl
659,70-30-4,2.1,uci,Oc1c(c(c(cc1Cl)Cl)Cl)Cc1c(c(cc(c1O)Cl)Cl)Cl
660,70124-77-5,3.6,uci,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C
661,7012-37-5,4.33,uci,Clc1c(ccc(c1)Cl)c1ccc(cc1)Cl
662,69806-40-2,1.23,uci,O=C(OC)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C
663,696-44-6,0.86,uci,Cc1cccc(c1)NC
664,69377-81-7,1.79,uci,O=C(O)COc1nc(F)c(c(N)c1Cl)Cl
665,6936-40-9,3.69,uci,O(c1c(c(cc(c1Cl)Cl)Cl)Cl)C
666,69327-76-0,2.71,uci,O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C
667,72-55-9,4.3,uci,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl
668,7267-11-0,-0.01,uci,O=C(c1c2c(ccc(c2c(cc1)Cl)Cl)C(=O)O)O
669,7287-19-6,1.93,uci,n1c(nc(nc1NC(C)C)SC)NC(C)C
670,731-27-1,1.87,uci,O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C
671,75-98-9,0.23,uci,O=C(O)C(C)(C)C
672,75-71-8,0.84,uci,FC(F)(Cl)Cl
673,75-65-0,0.54,uci,CC(C)(C)O
674,75627-02-0,2.96,uci,o2c1c(cc(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl
675,75-35-4,1.0,uci,C=C(Cl)Cl
676,75-25-2,1.18,uci,BrC(Br)Br
677,75-15-0,1.29,uci,C(=S)=S
678,75-09-2,1.22,uci,ClCCl
679,74-97-5,0.53,uci,ClCBr
680,74918-40-4,3.01,uci,Clc1cc2c(c3c(o2)c(ccc3)Cl)cc1
681,74-31-7,3.13,uci,N(c1ccc(cc1)Nc1ccccc1)c1ccccc1
682,74223-64-6,0.0,uci,O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC
683,741-58-2,2.94,uci,O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1
684,74115-24-5,2.39,uci,n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl
685,74070-46-5,3.46,uci,O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl
686,732-26-3,4.16,uci,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C
687,732-11-6,0.41,uci,O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)
688,2104-64-5,2.84,uci,S=P(c1ccccc1)(Oc1ccc(cc1)[N+](=O)[O-])OCC
689,99-99-0,0.91,uci,O=[N+](c1ccc(cc1)C)[O-]
690,108-78-1,0.33,uci,Nc1nc(nc(n1)N)N
691,115-29-7,3.44,uci,O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
692,111-94-4,-0.13,uci,N#CCCNCCC#N
693,112281-77-3,1.55,uci,FC(F)C(F)(F)OCC(c1ccc(cc1Cl)Cl)Cn2ncnc2
694,112-40-3,2.59,uci,CCCCCCCCCCCC
695,112410-23-8,1.84,uci,O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccc(cc2)CC
696,112-41-4,3.4,uci,CCCCCCCCCCC=C
697,1141-38-4,0.68,uci,OC(=O)c1cc2ccc(cc2cc1)C(=O)O
698,114369-43-6,2.2,uci,N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl
699,115-28-6,0.08,uci,ClC12C(C(C(C1(Cl)Cl)(C(=C2Cl)Cl)Cl)C(=O)O)C(=O)O
700,115-32-2,3.78,uci,OC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)C(Cl)(Cl)Cl
701,117-81-7,2.38,uci,O=C(c1c(cccc1)C(=O)OCC(CCCC)CC)OCC(CCCC)CC
702,115-77-5,0.03,uci,OCC(CO)(CO)CO
703,115-86-6,2.38,uci,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3
704,115-90-2,1.68,uci,CCOP(=S)(Oc1ccc(cc1)S(=O)C)OCC
705,115-96-8,0.16,uci,O=P(OCCCl)(OCCCl)OCCCl
706,1163-19-5,2.29,uci,O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br
707,116714-46-6,3.32,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl
708,117-18-0,3.25,uci,O=[N+]([O-])c1c(c(cc(c1Cl)Cl)Cl)Cl
709,117428-22-5,2.46,uci,O=C(OC)C(=COC)c1ccccc1COc2nc(ccc2)C(F)(F)F
710,111-84-2,3.15,uci,CCCCCCCCC
711,1116-76-3,1.95,uci,CCCCCCCCN(CCCCCCCC)CCCCCCCC
712,111479-05-1,2.77,uci,O=C(OCCON=C(C)C)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C
713,111-44-4,0.62,uci,ClCCOCCCl
714,108-86-1,1.4,uci,Brc1ccccc1
715,108-87-2,2.32,uci,CC1CCCCC1
716,108-88-3,0.92,uci,c1ccc(cc1)C
717,108-90-7,1.31,uci,Clc1ccccc1
718,108-95-2,0.9,uci,Oc1ccccc1
719,109-09-1,1.03,uci,Clc1ccccn1
720,109-69-3,1.22,uci,CCCCCl
721,110-00-9,0.52,uci,c1cocc1
722,110-02-1,0.79,uci,c1cscc1
723,110235-47-7,2.45,uci,C(#CC)c1nc(nc(c1)C)Nc2ccccc2
724,110-30-5,0.32,uci,O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC
725,110-82-7,1.94,uci,C1CCCCC1
726,110-85-0,0.41,uci,C1CNCCN1
727,110-91-8,0.22,uci,O1CCNCC1
728,110-98-5,0.56,uci,CC(COCC(C)O)O
729,111-40-0,0.5,uci,NCCNCCN
730,111-41-1,0.29,uci,NCCNCCO
731,117-79-3,1.55,uci,O=C1c2cc(ccc2C(=O)c2c1cccc2)N
732,118134-30-8,1.9,uci,O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC
733,108-70-3,3.14,uci,Clc1cc(cc(c1)Cl)Cl
734,121552-61-2,2.59,uci,n1c(nc(cc1C)C2CC2)Nc3ccccc3
735,120-71-8,0.69,uci,Nc1cc(ccc1OC)C
736,120-78-5,1.29,uci,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3
737,120-82-1,3.19,uci,Clc1c(ccc(c1)Cl)Cl
738,120-83-2,1.71,uci,Clc1c(ccc(c1)Cl)O
739,120928-09-8,2.84,uci,n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C)
740,121-14-2,0.9,uci,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C
741,1212-29-9,0.65,uci,N(C(NC1CCCCC1)=S)C2CCCCC2
742,121-44-8,0.45,uci,CCN(CC)CC
743,121-69-7,0.96,uci,CN(c1ccccc1)C
744,118-44-5,2.35,uci,c1ccc2c(c1)cccc2(NCC)
745,121-73-3,1.89,uci,O=[N+]([O-])c1cccc(c1)Cl
746,121-75-5,1.26,uci,O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S
747,121-82-4,0.3,uci,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
748,121-92-6,0.6,uci,OC(=O)c1cccc(c1)[N+](=O)[O-]
749,122008-85-9,0.88,uci,N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2
750,122-14-5,1.89,uci,S=P(Oc1cc(c(cc1)[N+](=O)[O-])C)(OC)OC
751,122-20-3,-0.49,uci,CC(CN(CC(C)O)CC(C)O)O
752,1222-05-5,3.02,uci,CC1COCc2c1cc1c(c2)C(C(C1(C)C)C)(C)C
753,120-54-7,1.18,uci,C(N1CCCCC1)(=S)SSSSC(N2CCCCC2)=S
754,120-52-5,0.43,uci,O=C(ON=C2C=CC(=NOC(=O)c1ccccc1)C=C2)c3ccccc3
755,120-12-7,3.26,uci,c1c2c(cc3c1cccc3)cccc2
756,120116-88-3,2.46,uci,N#Cc2nc(c(c1ccc(cc1)C)n2S(=O)(=O)N(C)C)Cl
757,118-74-1,4.27,uci,Clc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
758,118-79-6,2.71,uci,Oc1c(cc(cc1Br)Br)Br
759,118-83-2,1.95,uci,FC(c1c(ccc(c1)Cl)[N+](=O)[O-])(F)F
760,118-91-2,0.75,uci,Clc1c(cccc1)C(=O)O
761,118-96-7,0.99,uci,O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]
762,119-12-0,0.77,uci,O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S
763,119168-77-3,1.14,uci,O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl
764,119-33-5,0.96,uci,Oc1ccc(cc1[N+](=O)[O-])C
765,119446-68-3,2.5,uci,n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl
766,1194-65-6,2.0,uci,N#Cc1c(cccc1Cl)Cl
767,119-47-1,2.67,uci,Oc1c(cc(cc1Cc1c(c(cc(c1)C)C(C)(C)C)O)C)C(C)(C)C
768,119-56-2,1.82,uci,OC(c1ccccc1)c2ccc(cc2)Cl
769,119-61-9,1.01,uci,O=C(c1ccccc1)c1ccccc1
770,119-64-2,2.5,uci,c1c2c(ccc1)CCCC2
771,119738-06-6,2.53,uci,O=C(OCC1OCCC1)C(Oc4ccc(Oc2nc3ccc(cc3(nc2))Cl)cc4)C
772,119-93-7,1.64,uci,Cc1c(ccc(c1)c1cc(c(cc1)N)C)N
773,120068-37-3,2.51,uci,N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl
774,108-80-5,-0.48,uci,Oc1nc(nc(n1)O)O
775,108-67-8,2.35,uci,Cc1cc(cc(c1)C)C
776,122-34-9,0.84,uci,n1c(nc(nc1NCC)Cl)NCC
777,101-02-0,2.39,uci,O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3
778,100-25-4,-0.4,uci,O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-]
779,100-26-5,0.56,uci,OC(=O)c1ccc(nc1)C(=O)O
780,100-40-3,2.24,uci,C=CC1CCC=CC1
781,100-42-5,1.13,uci,C=Cc1ccccc1
782,100-43-6,1.89,uci,C=Cc1ccncc1
783,100-61-8,0.83,uci,CNc1ccccc1
784,100-80-1,1.55,uci,C=Cc1cccc(c1)C
785,101007-06-1,2.73,uci,N#CC(OC(=O)C1C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1(C)(C))c3cccc(Oc2ccccc2)c3
786,10113-28-7,2.76,uci,O=P(OC)(OC)Oc1ccccc1
787,102-70-5,0.54,uci,C=CCN(CC=C)CC=C
788,101-14-4,2.33,uci,Clc1c(ccc(c1)Cc1cc(c(cc1)N)Cl)N
789,101-20-2,1.99,uci,O=C(Nc1ccc(c(c1)Cl)Cl)Nc1ccc(cc1)Cl
790,101-21-3,2.16,uci,O=C(OC(C)C)Nc1cccc(c1)Cl
791,1014-70-6,0.31,uci,n1c(nc(nc1NCC)SC)NCC
792,101-53-1,1.4,uci,Oc1ccc(cc1)Cc1ccccc1
793,101-77-9,1.12,uci,Nc1ccc(cc1)Cc1ccc(cc1)N
794,101-81-5,2.97,uci,C(c1ccccc1)c1ccccc1
795,101-84-8,2.57,uci,O(c1ccccc1)c1ccccc1
796,100-18-5,3.24,uci,c1cc(ccc1C(C)C)C(C)C
797,100-17-4,0.93,uci,O=[N+](c1ccc(cc1)OC)[O-]
798,100-02-7,0.74,uci,O=[N+](c1ccc(cc1)O)[O-]
799,100-01-6,0.65,uci,O=[N+](c1ccc(cc1)N)[O-]
800,2051-62-9,2.43,uci,Clc1ccc(cc1)c1ccccc1
801,105-67-9,1.18,uci,Oc1ccc(cc1C)C
802,108-39-4,1.03,uci,Oc1cccc(c1)C
803,113136-77-9,-0.4,uci,O=C(O)C2CC2(C(=O)Nc1ccc(cc1Cl)Cl)
804,114311-32-9,-1.0,uci,O=C(O)c2cc(cnc2(C1=NC(=O)C(N1)(C)C(C)C))COC
805,1689-84-5,0.84,uci,N#Cc1cc(c(O)c(c1)Br)Br
806,178928-70-6,1.27,uci,OC(Cc1ccccc1Cl)(CN2N=CNC2=S)C3(CC3)Cl
807,22259-30-9,0.0,uci,O=C(Oc1cccc(N=CN(C)C)c1)NC
808,2460-49-3,1.98,uci,Oc1cc(c(cc1(OC))Cl)Cl
809,25155-30-0,2.02,uci,O=S(=O)(O)c1ccccc1CCCCCCCCCCCC
810,57057-83-7,2.46,uci,Oc1cc(c(c(c1(OC))Cl)Cl)Cl
811,65-85-0,1.0,uci,O=C(O)c1ccccc1
812,74051-80-2,0.93,uci,O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC
813,74-11-3,1.0,uci,O=C(O)c1ccc(cc1)Cl
814,93-72-1,1.76,uci,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C
815,93-76-5,1.38,uci,O=C(O)COc1cc(c(cc1Cl)Cl)Cl
816,100-00-5,1.46,uci,O=[N+](c1ccc(cc1)Cl)[O-]
817,102-06-7,1.05,uci,N=C(Nc1ccccc1)Nc1ccccc1
818,102-71-6,0.35,uci,OCCN(CCO)CCO
819,108-62-3,1.04,uci,O1C(OC(OC(OC1C)C)C)C
820,1071-83-6,1.4,uci,OC(=O)CNCP(=O)(O)O
821,106-43-4,1.8,uci,Cc1ccc(cc1)Cl
822,106-46-7,2.65,uci,c1cc(ccc1Cl)Cl
823,106-47-8,0.72,uci,Nc1ccc(cc1)Cl
824,106-48-9,1.42,uci,Oc1ccc(cc1)Cl
825,1067-97-6,3.92,uci,O[Sn](CCCC)(CCCC)CCCC
826,106-93-4,0.93,uci,BrCCBr
827,107-05-1,0.5,uci,C=CCCl
828,107-39-1,2.81,uci,CC(CC(=C)C)(C)C
829,102-82-9,1.3,uci,N(CCCC)(CCCC)CCCC
830,107534-96-3,2.0,uci,OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C
831,108-36-1,2.8,uci,c1cc(cc(c1)Br)Br
832,108-38-3,1.17,uci,c1cc(cc(c1)C)C
833,108-42-9,0.33,uci,Nc1cccc(c1)Cl
834,108-43-0,1.14,uci,Oc1cc(ccc1)Cl
835,108-45-2,0.81,uci,Nc1cc(ccc1)N
836,108-57-6,2.54,uci,C=Cc1cccc(C=C)c1
837,108-60-1,1.02,uci,CC(OC(CCl)C)CCl
838,106-42-3,1.17,uci,c1cc(ccc1C)C
839,106-41-2,1.21,uci,Oc1ccc(cc1)Br
840,106-37-6,2.25,uci,Brc1ccc(cc1)Br
841,10605-21-7,0.3,uci,O=C(NC1=Nc2c(cccc2)N1)OC
842,102851-06-9,2.3,uci,N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3
843,10315-98-7,0.23,uci,O1CCN(CC1)CC(C)C
844,10319-14-9,1.06,uci,O=C1C(c2nc3c(c(c2O)Br)cccc3)C(=O)c2c1cccc2
845,103-44-6,2.94,uci,CCC(CCCC)COC=C
846,103-50-4,2.48,uci,C(c1ccccc1)OCc1ccccc1
847,103-69-5,1.05,uci,CCNc1ccccc1
848,103-83-3,1.05,uci,CN(Cc1ccccc1)C
849,104294-16-8,3.95,uci,Clc1c(c(cc(c1)Cl)Cl)Oc1ccc(cc1Cl)Cl
850,104-40-5,2.57,uci,Oc1ccc(cc1)CCCCCCCCC
851,10453-86-8,3.55,uci,CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C
852,104653-34-1,4.6,uci,O=C2c1ccccc1SC(O)=C2C6c3ccccc3CC(c4ccc(cc4)c5ccc(cc5)Br)C6
853,104-88-1,0.32,uci,O=Cc1ccc(cc1)Cl
854,10496-18-1,1.15,uci,CCCCCCCCCCSSCCCCCCCCCC
855,105-05-5,2.71,uci,CCc1ccc(cc1)CC
856,105-06-6,2.48,uci,C=Cc1ccc(C=C)cc1
857,10541-83-0,0.07,uci,CNc1ccc(cc1)C(=O)O
858,105512-06-9,1.53,uci,O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C
859,122-32-7,2.54,uci,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC
860,118-32-1,0.5,uci,O=S(=O)(c1cc(cc2c1cc(cc2)O)S(=O)(=O)O)O
861,122-39-4,2.24,uci,N(c1ccccc1)c1ccccc1
862,1678-98-4,3.3,uci,CC(CC1CCCCC1)C
863,1623-19-4,-0.01,uci,O=P(OCC=C)(OCC=C)OCC=C
864,1631-58-9,1.73,uci,N(C)(C)C1CSSC1
865,1634-04-4,0.18,uci,O(C)C(C)(C)C
866,1634-78-2,0.05,uci,O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC
867,16517-11-6,2.65,uci,OC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
868,16605-91-7,3.85,uci,Clc1c(cccc1Cl)c1ccccc1
869,16606-02-3,4.09,uci,Clc1c(cc(cc1)Cl)c1ccc(cc1)Cl
870,16766-29-3,3.5,uci,O(c1cc(c(c(c1(OC))Cl)Cl)Cl)C
871,1687-30-5,0.05,uci,O=C(O)C1CCCCC1(C(=O)O)
872,161050-58-4,1.04,uci,O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2cccc(OC)c2C
873,1689-83-4,1.46,uci,N#Cc1cc(c(O)c(c1)I)I
874,1702-17-6,0.0,uci,O=C(O)c1nc(ccc1Cl)Cl
875,17095-24-8,0.79,uci,O=S(=O)(O)OCCS(=O)(=O)c4ccc(N=Nc1c(O)c3c(cc1S(=O)(=O)O)cc(c(N=Nc2ccc(cc2)S(=O)(=O)CCOS(=O)(=O)O)c3(N))S(=O)(=O)O)cc4
876,17109-49-8,1.51,uci,O=P(OCC)(Sc1ccccc1)Sc2ccccc2
877,1712-70-5,2.87,uci,Clc1ccc(cc1)C(=C)C
878,17302-11-3,3.32,uci,CCC(CCCCCC)CC
879,173584-44-6,2.72,uci,O=C(OC)N(C(=O)N2N=C3c1ccc(cc1CC3(OC2)(C(=O)OC))Cl)c4ccc(OC(F)(F)F)cc4
880,123251-96-7,-0.1,uci,Nc1c(cc(cc1Cl)c1cc(c(c(c1)Cl)N)S(=O)(=O)O)S(=O)(=O)O
881,16219-75-3,2.05,uci,CC=C1C2CC(C1)C=C2
882,16090-02-1,1.1,uci,O=S(=O)(O)c5cc(ccc5(C=Cc1ccc(cc1S(=O)(=O)O)Nc2nc(nc(n2)N3CCOCC3)Nc4ccccc4))Nc6nc(nc(n6)N7CCOCC7)Nc8ccccc8
883,149-30-4,0.65,uci,SC1=Nc2c(cccc2)S1
884,1544-19-0,4.35,uci,FC(F)C(F)(F)Oc1ccc(cc1)C(c2ccc(OC(F)(F)C(F)F)cc2)(C)C
885,150114-71-9,2.0,uci,O=C(O)c1nc(cc(N)c1Cl)Cl
886,1502-22-3,0.65,uci,O=C1CCCCC1C2=CCCCC2
887,1506-02-1,2.78,uci,CC1CC(C)(C)c2c(C1(C)C)cc(c(c2)C(=O)C)C
888,15087-24-8,2.47,uci,O=C2C(=Cc1ccccc1)C3CCC2(C)C3(C)(C)
889,15258-73-8,0.43,uci,OCc1c(cccc1Cl)Cl
890,15299-99-7,1.99,uci,O=C(N(CC)CC)C(Oc1cccc2ccccc12)C
891,15302-91-7,0.3,uci,C[N+]1(C)(CCCCC1)
